"문화재번호","문화재명","문화재명(한자)","문화재명(영문)","자치단체코드","자치단체명칭","gps 경도","gps 위도","소재지/보관장소","소재지(도로명)","문화재분야","제작자","제작연대","재료/재질","재료/재질 상세","구조/형식","수량/면적","규격/크기","규모","보호대상","부속시설물","안내판기재내용","문화재개요","문화재현황","특징/특성","보수이력","신청번호","신청분류코드","신청분류명칭","지정번호","지정구분코드","지정구분명칭","지정일","지정해제일","지정사유","지정해제사유","지정여부","지정번호하위","해제/취소구분","종목코드","종목명칭","국가유산번호","동산구분","분류(항일독립 등)","종교","소유구분","관리자구분","처리상태코드","처리상태명","취득경위","확인사유","비고"
"SE2019CM00260","천축사 비로자나삼신괘불도","天竺寺 毘盧舍那三神掛佛圖","","SE010","도봉구","127.0192688","37.6940776","서울특별시 도봉구 도봉동 산39 천축사 ","서울특별시 도봉구 도봉산길 92-2(도봉동) ","","","","CA8017","","삼신불도","1폭","","","","","지정번호 : 서울특별시 유형문화재 제292호~제293호  비로자나삼신불도는 법신(法身) 비로자나불, 화신(化身) 석가모니불,  보신(報身) 노사나불을 그런 불화이다. 1891년 명성황후를 위해  상궁들이 시주하여 제작되었고, 당시 대표적 화승인 경선당 응석이  주관하였다. 청색, 녹색, 청책을 주조로 한 차분한 색조이면서도  삼신불 신광의 금박과 복식의 금니 문양이 화려한 느낌을 준다.  비로자나삼신패불도는 사찰에서 법회를 할 때 야외에 모셔놓고  예불을 드리던 괘불도이다. 중앙에 지권인(智拳印)을 취한 비로자나불,  왼쪽에는 설법인을 취한 노사나불, 오른쪽에는 항마촉지인(降魔觸地印)을 취한 석가모니불을 그렸다. 삼불(三佛)로 화면을 채우고,  화려하고 곱직한 보관, 색채의 농담으로 입체감을 표현하는 기법  등에서 19세기 서울 경기 지방 불화의 특징이 잘 드러나 있다.","천축사 비로자나삼신괘불도는 비로자나삼신불입상이 화면에 꽉 차게 그려진 구도이다. 중앙에 지권인을 취한 법신 비로자나불, 왼쪽에는 설법인을 취한 보신 노사나불, 오른쪽에는 항마인(降魔印)을 취한 화신 석가모니불이 배치되어 있다. 보통 비로자나불과 석가모니불은 각기 지권인과 촉지인(觸地印)을 취하는 여래형으로 표현되고, 노사나불은 양손을 어깨쪽으로 들어 설법인을 취하며 보관(寶冠)과 영락(瓔珞) 장식으로 장엄한 보살형 또는 여래형 두 가지로 표현되고 있다. 19세기 서울.경기 지방에서는 이러한 삼신불 혹은 삼세불을 주제로 한 괘불이 유행하였는데 삼신불을 주제로 한 괘불 중에는 흥천사 괘불(1832년).청계사 괘불(1862년).불암사 괘불(1895년)처럼 삼불을 모두 여래형으로 표현하는 불화도 있는 반면 이 천축사 괘불처럼 지권인.설법인.촉지인의 전형적인 수인(手印)을 취하고, 삼불이 동일한 대의를 입은 여래이지만 보신불과 화신불 모두 보관을 쓴 보살형으로 표현된 예도 있다. 법신불의 우위를 부각시키고자 한 의도일 수 있겠으나 19세기 들어 빈번히 보이는 도상의 와해현상으로 볼 수도 있을 것이다. 화면 상부의 여백에만 구름을 간략히 표현하였을 뿐 다른 존상이나 장식이 없이 오직 삼불(三佛)로 화면을 채우는 구성 뿐만 아니라 뾰족한 육계, 화려하고 도식적인 큼직한 보관, 적ㆍ녹ㆍ청색의 주조색, 그리고 육색(肉色)을 황색으로 처리한 점, 대의 끝단의 작은 꽃무늬, 색의 농담으로 입체감을 표현하고자 하는 설채법(設彩法) 등이 19세기 경기도 지방 불화의 전형적인 특징을 잘 나타내고 있다. 이 괘불은 하운당 유경(河雲堂 有鏡)이 창엽, 총지, 봉조, 총륜과 함께 제작한 불화로 유경은 3년후 1861년 화계사 칠성도(가평 현등사 소장)를 조성하였으나 이외의 작품은 알려지지 않고 있다. 넓적한 형태의 얼굴과 눈은 가늘지만 비교적 큼직한 이목구비, 특히 리본처럼 그려진 입술의 모습이 하운당 유경의 특징적인 양식으로 보인다. 창엽과 총륜은 같은 해 9월 응석의 주관으로 조성된 남양주 흥국사의 괘불 제작에도 함께 참여하였다. 두 괘불은 같은 해에 제작되었고 참여한 화승도 2명이나 공통되나 수화승(首畵僧)에 따라 불화의 양식이 크게 달라진다는 사실을 보여주는 사례가 될 것이다. 이 불화는 화면에 손상이 없고, 화기가 완전하게 남아있으며 채색도 대체로 원형을 유지하고 있는 등 보존상태가 양호하다. 또한 괘불(掛佛)로서 규모는 크지 않고 연대는 오래되지 않았으나 삼신불을 그린 구성과 양식 등이 19세기 서울.경기지방 괘불 양식을 잘 계승하고 있으며, 금어인 하운당 유경은 남아있는 작품이 희귀하여 그의 독특한 불화 양식 규명과 19세기 불화 연구에 중요한 자료가 된다.","","","","","","","293","LOC","시지정","20091103","","","","Y","","","LW3010","유형문화유산","2111102930000","동산","","불교","CA9004","CA9004","DSGPS7010","기지정 문화재 등록완료","","",""
"SE2019CM00261","인천해관문서","","Despatches from Chemulpo","SE001","강남구","127.0340061","37.5181132","서울특별시 강남구 논현동 71 ","서울특별시 강남구 언주로 721(논현동) ","","","","CA8017","","소지류","199장","","","","","","이 유물은 진기홍(우정사학자)씨가 수집하여 소장하고 있다가 1980년 관세청에 기증하여 서울본부 세관에 옮겨 보관해온 것으로, 문서는 양장 하드커버 포함 199장의 영문 필기체로 쓰여진 양장본이다. 서로 다른 편차를 부여한 흔적이 남아있는 것으로 보아, 인천해관에서 유출된 이후로 몇 차례의 재편집을 거쳐서 현재의 상태로 편철된 듯하다. 대체로 작성한 연월일에 따라 편철하였으나 일부는 내용의 연관성을 중심으로 같은 건의 종결된 위치에 옮겨 편철한 부분도 있다. 이 인천해관문서는 1883년 인천해관을 설립하면서 임명한 해관장을 비롯한 관련 직원의 임명에 관한 문서를 시작으로, 1885년 9월까지의 인천해관의 업무 처리와 관련된 문서철이다. 수록된 건수는 121건인데, 11건은 1883년, 13건은 1884년, 97건은 1885년에 작성된 것이다. 이들 문서는 스트리플링(A.B Stripling)이 당시 인천해관 총세무사이자 조선국 외무협판(오늘날 외무부차관에 해당)이던 묄렌도르프에게 보고한 문서가 다수를 점하고 있고, 나머지는 인천해관에서 외부로 발송한 문서와 해관의 직원이 해관장에게 보고한 문서들이다. 따라서 이 문서들은 인천해관에서 발송한 문서들의 부본을 참고로 합철하여 보관해온 것이 전래된 것으로 판단된다. 문서 가운데는 해관 설립 초기의 해관 운영과 관련된 문제와 함께, 조선의 상황을 조사 보고한 2편의 장문의 보고서가 포함되어 있다. 한 건은 인천해관 직원인 슐츠(F.W. Schulze)가 해관장인 스트리플링(A. Stripling)에게 보고한 문서(1885.3.31)로 당시까지 개항하지 않은 남서해안의 군산?법성포?테나리강 포구를 항해하면서 전라도 지역의 쌀 교역에 관하여 조사한 보고서이다. 다른 한 건은 인천해관장인 스트리플링이 총세무사 묄렌도르프(P.G.von M&#8005;oellendorff)에게 보고한 문서(1885.8.21)로서 조선의 운하의 부재 및 열악한 내부도로망의 문제, 수출증대를 위한 장애요인의 제거, 잠자고 있는 조선의 자원 개발을 자극하기 위하여 선진국에서 부지런하고 지적이고 기술이 있는 유색 인종의 유입이 필요함을 제안하고 있다. 당시 서양인의 조선에 대한 인식의 정도를 이해하는데 참고자료가 된다. 특히 인천해관은 1883년 개관(開關)하면서부터 경기.충청.전라.황해.평안 5도를 관할구역으로 삼은 관계로, 이 유물은 개항 초기 서해안의 해관 운영과 관련된 구체적인 사항을 연구하는데 중요한 자료가 된다는 점에서, 해관사 연구에 도움을 줄 뿐만 아니라, 문서의 내용 중에 우리나라 서해안과 인천.군산.목포 등의 항만을 측량한 지도.부산.인천.원산 등의 기후(온도.안개.강우량 등)를 월별로 관찰한 서류, 인천세관원(영국인.러시아인.일본인 등)의 고용계약과 임금 현황 및 임금 체불 사태, 우리나라 마제은의 홍콩상하이은행 입금 사실, 전라도의 쌀 교역 실태, 은괴 징수 현황 등이 기재되어 있어서 1880년대 중반의 경제사.외교사.해운사.기후사 등을 연구하는 데 큰 도움을 줄 수 있다. 서울대학교 규장각 등에 보관되어 있는 해관 관련 자료가 대부분 1885년 이후의 것인데 비해, 이 문서는 1883년 1월부터 1885년 9월 사이의 보고문서로서 특히 우리나라 해관 초창기 직원들이 육필로 써 자료로서의 보존 가치가 높다.","","","","","","","294","LOC","시지정","20091103","","","","Y","","","LW3010","유형문화유산","2111102940000","동산","","비종교","CA9001","CA9001","DSGPS7010","기지정 문화재 등록완료","","",""
"SE2023CM00002","서봉총 금관","瑞鳳塚 金冠","Gold Crown from Seobongchong Tomb","SE021","용산구","126.980388","37.524087","서울특별시 용산구 용산동6가 168-6 국립중앙박물관","서울특별시 용산구 서빙고로 137(용산동6가) ","","","","CA8017","","장신구","1구","","","","","","서봉총금관(瑞鳳塚金冠)은 경주 노서동 신라 무덤인 서봉총에서 출토된 높이 30.7㎝, 지름 18.4㎝, 드리개(수식) 길이 24.7㎝인 금관이다. 넓은 관 테 위에 5개의 가지를 세웠고, 상하에 점선으로 물결무늬를 찍고 나뭇잎 모양의 원판과 굽은 옥으로 장식했다. 관 테에 못으로 고정시켜서 세운 5개의 가지 중 중앙과 그 좌우의 3가지는 山자형 장식을 3단으로 연결하고, 가지 끝은 꽃봉오리 모양으로 마무리 했다. 이 가지 주위에는 2줄씩 점선을 찍어 금판이 휘지 않도록 했고, 나뭇잎 모양의 원판과 굽은 옥을 달았다. 山자형 장식의 좌우에는 끝이 꽃봉오리 모양으로 마무리 된 사슴뿔 장식을 세웠고, 이 곳에도 원판과 옥으로 장식했다. 내부의 골격은 2개의 금판대를 전후?좌우에서 관 테에 연결하여 반원을 그리면서 교차시켰고, 그 위에 3가닥이 난 나뭇가지를 붙이고 가지 끝에 새 모양 장식판을 하나씩 부착시켰다. 관 테 좌?우에 길게 굵은고리(태환식) 귀고리 드리개를 달아 늘어뜨렸다. 이러한 독특한 내부 장식은 서봉총 금관이 유일하다.","","","","","","","339","NAT","국가지정","19630121","","","","Y","","","LW1020","보물","1123703390000","동산","","비종교","CA9001","CA9001","DSGPS7010","기지정문화재","","",""
"SE2019CM00002","봉황각","鳳凰閣","phoenix pavilion","SE003","강북구","127.006167","37.660342","서울특별시 강북구 우이동 254 천도교종학대학원,봉황각 ","서울특별시 강북구 삼양로173길 107-12(우이동) ","","","1912년","CA8017","","누정","건물 1棟, 토지 169.8㎡","최고높이(지면~용마루상단)6.18m/처마높이(지면~처마하단)3.46m","","","","봉황각 鳳凰閣 서울특별시 유형문화재 제2호  이곳은 1912년 천도교에서 교역자를 교육하기 위해 건립한 수련장으로 의창수도원(義彰修道院)이라 불렀다. 천도교 3세 교조인 의암 손병희(孫 秉 熙 1861~1922)는 한일병합 이후 종교 수련을 통해 국권 회복의 기틀을 마련하고자 이곳에 봉황각을 세웠다. 1912년에 현존하는 봉황각과 내실, 부속건물을 지었고, 그 다음해에 12칸짜리 수련 도장을 추가하였지만 3.1 독립운동 이후 수련 도장은 헐어냈다. 봉황각은 정면 5칸, 측면 2칸 규모의 팔작집이다. 실내에는 대청을 중심으로 온돌방과 누마루를 들었다. 건물 앞쪽으로 50m 가량 떨어진 곳에 의암의 묘소가 있다. 천도교는 이곳에서 1912년부터 1914년 사이에 전국의 고위교역자 483명을 대상으로 49일씩 7회에 걸쳐 연성수련을 시행하였다. 이들은 3.1 독립운동 당시 중요한 역할을 수행했다.","1912년 의암 손병희 선생이 세운 것이다. 일제에 빼앗긴 국권을 찾기 위해 천도교 지도자를 훈련시킨 곳으로 의창수도원이라고도 부른다. 봉황각이란 이름은 천도교 교조 최제우가 남긴 시에 자주 나오는 ‘봉황’이라는 낱말을 딴 것이다. 현재 걸려있는 현판은 오세창이 썼다. 손병희 선생은 1910년 우리나라가 일본의 식민지가 되자 천도교의 신앙생활을 심어주는 한편, 지도자들에게 역사의식을 심어주는 수련장으로 이 집을 지었다. 1919년 3?1운동의 구상도 이곳에서 했으며, 이곳을 거쳐간 지도자들이 3?1운동의 주체가 되었다. 봉황각과 부속 건물에는 그 당시의 유물이 남아있고 이곳 앞쪽 약 50m 지점에 손병희 선생의 묘소가 있다.","","","","","","","2","LOC","시지정","19690918","","","","Y","","","LW3010","유형문화유산","2111100020000","부동산","목조 항일독립","기타","CA9004","CA9004","DSGPS7010","기지정 문화재 등록완료","","",""
"SE2019CM00003","낙성대 삼층석탑","落星垈 三層石塔","","SE005","관악구","126.960457276","37.4711232234","서울특별시 관악구 봉천동 228 ","서울특별시 관악구 낙성대로 77(봉천동) ","","","","CA8017","","탑","석탑 1基, 토지 지정구역 3.7㎡ / 보호구역 476.9㎡","4.48m","","","","낙성대 삼층석탑  지정번호 : 서울특별시 유형문화재 제4호 / 시대 : 고려시대  소 재 지 : 서울특별시 관악구 봉천동 228번지  이 탑은 고려시대의 명장 인현공 강감찬(仁憲公 姜邯贊, 948-1031) 장군을 기리기 위해 그의 생가 터에 세워졌던 것이다. 원래 이곳에서 조금 떨어진 곳에 위치한 &amp;apos;강감찬 생가 터 [낙성대(落星性)&amp;apos;] (서울특별시 기념물 제3호 : 서울특별시 관악구 봉천동 218-9번지)에 있었는데, 1974년 강감찬 장군을 위한 사당을 지어 &amp;apos;안국사&amp;apos;라 이름하고 주변을 정비하면서 이곳으로 이전되었다. 낙성대(落星垈)라는 이름은 강감찬이 태어났을 때 큰 별이 떨어져 그 집으로 들어갔다는 일화에서 유래한 것이다. 강감찬은 거란의 40만 대군을 물리쳐 나라를 위기에서 구했는데, 훗날 사람들이 강감찬의 공을 기려 그의 생가 터에 삼층 석탑을 세웠다고 한다. 화강암으로 만든 삼층석탑의 앞면에 &amp;apos;강감찬 낙성대(姜邯贊 落星垈)&amp;apos;라는 글씨가 새겨져 있어서 강감찬 장군의 출생지를 기념하기 위한 탑임을 알 수 있다. 현재 상륜부(탑의 꼭대기에 세워놓은 장식부분)는 훼손되어 남아있지 않다.","서울시 관악구 낙성대동 218-9번지 강감찬 생가 터에 위치하고 있던 고려시대의 석탑이다. 1973~74년 낙성대공원을 조성하면서 생가 터에 있던 석탑을 낙성대공원내 안국사 경내로 옮겨왔다. 석탑의 조성연대는 13세기로 추정되며 자재는 화강암, 탑의 높이는 4.48m이다.","","","","","","","4","LOC","시지정","19720525","","","","Y","","","LW3010","유형문화유산","2111100040000","부동산","","불교","CA9002","CA9002","DSGPS7010","기지정 문화재 등록완료","","",""
"SE2019CM00177","청룡사 지장시왕도","靑龍寺 地藏十王圖","","SE023","종로구","127.016746","37.5798687","서울특별시 종로구 숭인동 17-1 청룡사 ","서울특별시 종로구 동망산길 65(숭인동) ","","","","CA8017","","기타","1幅","","","","","","청룡사 지장시왕도는 1868년 정기비구니(正基比丘尼)의 발원으로 현왕도, 칠성도 등과 함께 조성되어 극락전에 봉안되었다고 전해지는 것으로, 금어 응륜(金魚 應?)에 의해 제작되었다 .이 작품은 화면의 중앙, 커다란 반원형의 광배 안에 지장보살과 무독귀왕, 도명존자 등 지장보살삼존을 배치하고 그 좌우로 시왕, 그리고 지장삼존의 아래쪽에 사자, 판관 등을 배치한 특이한 구도를 보여준다. 또한 1867년에 경선이 조성한 서울 보문사 지장시왕도와 동일한 초본을 이용하여 제작한 것으로, 광배의 내부를 금색으로 칠한 점을 비롯하여 인물의 상호에 보이는 적극적인 음영법 등 19세기 말~20세기 전반에 서울?경기 지역을 중심으로 유행하던 불화양식을 잘 반영하고 있는 작품이다. 서울 지역 불화유파의 사승관계를 연구하는데 중요한 작품이다.","","","","","","","201","LOC","시지정","20051229","","","","Y","","","LW3010","유형문화유산","2111102010000","동산","","불교","CA9004","CA9004","DSGPS7010","기지정 문화재 등록완료","","",""
"SE2019CM00178","청룡사 칠성도","靑龍寺 七星圖","","SE023","종로구","127.016746","37.5798687","서울특별시 종로구 숭인동 17-1 청룡사 ","서울특별시 종로구 동망산길 65(숭인동) ","","","","CA8017","","기타","1幅","","","","","","청룡사 칠성도는 1868년 명조(月照)를 증명(證明), 보관(普寬)을 송주로 하여 응륜(應崙), 창엽(?燁), 승의(勝宜) 등이 그린 것으로, 치성광여래삼존(熾盛光如來三尊)을 중심으로 칠성여래(七星如來), 칠원성군(七元星君), 삼태육성(三台六星), 동녀(童女), 천녀(天女) 등을 묘사하였다. 즉 치성광여래 아래에는 일광보살(日光菩薩)과 월광보살(月光菩薩) 및 칠원성군(七元星君)이 시립하고 있으며, 본존의 좌우로는 칠성여래가 치성광여래를 향하여 합장하고 서있다. 그리고 그 위로는 좌우에 6위의 쌍계동자(雙?童子)와 천녀 2인이 합장한 모습으로 묘사되었으며, 화면의 최상단 좌우에는 원형 광배 안에 삼태육성이 각각 3위씩 그려져 있다. 조선 후기의 칠성도에서 치성광여래는 대부분 우거를 타지 않고 수미단 위에 결가부좌한 모습으로 표현되는 것이 일반적인데, 이 칠성도는 19세기 후반 서울 지역을 중심으로 조성된 칠성도와 같이 백우거(白牛車)가 묘사되고 있어 19세기 말 서울?경기 지역 칠성도의 특징적인 도상을 잘 보여주는 작품이라 할 수 있다.","","","","","","","202","LOC","시지정","20051229","","","","Y","","","LW3010","유형문화유산","2111102020000","동산","","불교","CA9004","CA9004","DSGPS7010","기지정 문화재 등록완료","","",""
"SE2019CM00179","청룡사 현왕도","靑龍寺 現王圖","","SE023","종로구","127.016746","37.5798687","서울특별시 종로구 숭인동 17-1 청룡사 ","서울특별시 종로구 동망산길 65(숭인동) ","","","","CA8017","","불도","1幅","","","","","","청룡사 현왕도(現王圖)는 1868년 지장시왕도, 칠성도와 함께 조성, 극락전에 봉안되었던 불화로서 현재는 청룡사 대웅전 향좌측 측벽에 봉안되어 있다. 칠성도를 그린 응륜(應崙)과 승의(勝宜)및 가사탱(袈裟幀)을 그린 명응윤감(明應允鑑)이 함께 조성하였는데, 현왕(現王)과 권속들이 망자를 심판하는 광경을 간단하게 묘사하였다. 이 작품은 비교적 작은 화면에 인물들을 크게 표현하여 화면이 꽉 찬 느낌을 준다. 채색은 녹색과 적색이 주조를 이루고 있으나 그중에서도 적색을 위주로 사용하는 등 19세기 후반 불화의 채색을 잘 따르고 있으며, 책상의 윗면을 목리문(木理文)으로 처리한 기법이라든지 병풍 속의 수묵산수 등 일반회화적인 요소를 엿볼 수 있다. 유려한 필선에 세밀한 필치가 돋보이 며, 현왕이 앉아있는 의자의 화려한 장식이 돋보인다. 현재 전국적으로 현왕도는 많이 남아있지만 서울 지역에서는 그 유례가 드물다. 또한 청룡사 현왕도는 책상의 윗면을 목리문(木理文)으로 처리한 기법이라든지 병풍 속의 수묵산수 등 일반회화적인 요소를 엿볼 수 있으며, 유려한 필선에 세밀한 필치가 돋보이는 작품으로 주목된다.","","","","","","","203","LOC","시지정","20051229","","","","Y","","","LW3010","유형문화유산","2111102030000","동산","","불교","CA9004","CA9004","DSGPS7010","기지정 문화재 등록완료","","",""
"SE2019CM00180","청룡사 감로도","靑龍寺 甘露圖","","SE023","종로구","127.016746","37.5798687","서울특별시 종로구 숭인동 17-1 청룡사 ","서울특별시 종로구 동망산길 65(숭인동) ","","","","CA8017","","기타","1幅","","","","","","청룡사 감로도는 19세기 중엽 이후 서울?경기 지역에서 유행한 감로왕도의 전형적인 도상을 보여주는 작품으로, 당시의 재의식과 생활상을 충실히 묘사하였다. 상단에는 7여래가 합장을 한 채 나란히 서 있으며, 좌측에는 아미타삼존 일행이 구름을 타고 내영(來迎)하는 모습과 왕후장상, 선왕선후, 북채를 든 뇌신, 우측에는 지장삼존(지장보살?도명존자?무독귀왕)과 인로왕보살이 내영하는 모습이 묘사되어 있다. 이 감로도는 1898년 경선 응석(慶船 應釋)을 증명(證明)으로 하여 화사 종운(宗運)이 그린 것으로 전해지는 수락산 감로도(1868년)를 비롯하여 경국사 감로도(1887년), 불암사 감로도(1890년), 봉은사 감로도(1892년), 보광사 감로도(1898년) 등과 함께 19세기 후반 이후 서울,경기 지역에서 유행한 감로도의 도상을 대표하는 작품이다. 조성 당시 불교의 재의식 장면을 비롯하여 서민들의 생활상 등이 잘 표현되어 있는 작품이다.","","","","","","","204","LOC","시지정","20051229","","","","Y","","","LW3010","유형문화유산","2111102040000","동산","","불교","CA9004","CA9004","DSGPS7010","기지정 문화재 등록완료","","",""
"SE2019CM00181","청룡사 가사도","靑龍寺 袈裟圖","","SE023","종로구","127.016746","37.5798687","서울특별시 종로구 숭인동 17-1 청룡사 ","서울특별시 종로구 동망산길 65(숭인동) ","","","","CA8017","","기타","1幅","","","","","","청룡사 가사도는 1902년에 조성된 가사탱(袈裟幀)으로 수가사(繡袈裟) 형태를 그림으로 그린 것이다. 화면은 붉은 바탕 위에 세로로 27칸의 복전문(福田文)을 그리고, 좌우 2칸을 제외한 25칸에는 각 칸마다 위부터 4줄까지는 불(佛), 보살상, 그 다음 2줄은 호화로운 책갑(冊匣)에 들어있는 각종 불경, 맨 아랫줄에는 비구상(比丘像)을 그려 넣어 불상 50구, 보살 50구, 비구상 25구 등 총 125구에 달하는 많은 존상을 묘사하였다. 이러한 가사탱은 조선 말기 왕실에서 유행하던 장식화인 책거리병풍 형식을 따른 것으로 현재 유례가 매우 드믄데, 붉은 가사의 각 조선(條線) 가장자리를 따라 마치 바느질을 한 것처럼 세밀하게 바느질 자국을 표현한 점 등 가사의 형태를 사실적으로 묘사한 점이 돋보인다. 1902년에 조성된 가사탱(袈裟幀)으로 원래는 양주 수락산 학림암(鶴林庵)에 봉안되었다가 청룡사로 이관, 봉안되어 있다. 고종황제와 순종황제 내외 및 영친왕과 엄비 등 황실의 안녕과 성수만세를 기원하며 양주 수락산 학림암에 봉안되었다고한 것으로 보아 황실의 발원에 의해 조성된 불화로 추정되며, 한봉(漢峰) 응작(應作)를 비롯하여 명응 윤감(明應 允鑑), 계사 봉법(啓思 奉法), 보산 복주(?山 福住), 금운 정기 (錦雲 正基), 예운 상규(禮雲 尙奎), 재겸(在謙) 등으로 서울,경기 지역의 대표적인 화승들이 대거 참여한 작품이다. 조선왕실에서 유행하던 가사도의 대표적인 작품으로 호암미술관 소장 가사도 및 선암사 가사도를 제외하고는 유례가 드물다.","","","","","","","205","LOC","시지정","20051229","","","","Y","","","LW3010","유형문화유산","2111102050000","동산","","불교","CA9004","CA9004","DSGPS7010","기지정 문화재 등록완료","","",""
"SE2019CM00182","청룡사 신중도","靑龍寺 神衆圖","","SE023","종로구","127.016746","37.5798687","서울특별시 종로구 숭인동 17-1 청룡사 ","서울특별시 종로구 동망산길 65(숭인동) ","","","","CA8017","","기타","1幅","","","","","","청룡사 신중도는 금어 금곡당 영환(金魚 金谷堂 永煥)을 비롯하여 응륜(應崙), 응훈 (應訓)이 조성하였으며, 1902년에 청룡사 가사도를 그린 명응 윤감(明應 允鑑)이 시주로 참여하기도 하였다. 상단에는 범천과 위태천, 하단에는 위태천을 중심으로 묘사하는 형식은 신중도 형식 중 가장 애용되었던 것으로 현존하는 신중도 가운데 가장 많은 수를 차지하고 있는데, 청룡사 신중도에서 보듯이 뒤에 배경으로 병풍을 두르고 범천과 제석천이 직사각형에 가까운 신광을 두른 도상은 특히 19세기 후반 서울, 경기 지역의 신중도에 나타나는 특징 가운데 하나로, 봉은사 신중도(1844년), 사자암 신중도(1880년)에서도 볼 수 있다. 19세기 후반 서울지역 불화의 도상 및 양식적 특징을 잘 보여주는 작품이다.","","","","","","","206","LOC","시지정","20051229","","","","Y","","","LW3010","유형문화유산","2111102060000","동산","","불교","CA9004","CA9004","DSGPS7010","기지정 문화재 등록완료","","",""
"SE2019CM00183","청룡사 석 삼불상","靑龍寺 石 三佛像","","SE023","종로구","127.016746","37.5798687","서울특별시 종로구 숭인동 17-1 청룡사 ","서울특별시 종로구 동망산길 65(숭인동) ","","","","CA8017","","불상","3軀","","","","","","청룡사 불상은 현재 서울 청룡사 주지실에 보관 중인 석조삼존불로서, 최근 향좌측 불상 대좌 아래에서 발견된 조성발원기에 의하여 1902년(광무 6)에 개금, 도분(塗粉)하여 삼각산 청룡사 대웅전에 봉안하였음이 밝혀졌다. 전하는 바에 의하면 강원도 철원 심원사에서 모셔온 것이라 전하는데, 불상의 크기와 재질(불석), 양식 등으로 볼 때 천불상 중의 일부분으로 보이며, 수인과 착의법에서 약간의 차이를 제외하고는 크기와 형식, 양식 등이 동일하여 함께 조성된 것으로 추정된다. 전체적으로 신체에 비해 얼굴이 큰 편이지만 삼각형을 이루는 안정감 있는 자세와 조형성에서 조선 후기 불상의 특징을 보여 주는 작품으로 사료된다. 향좌측상에서 발견된 발원기에 의하면 1902년에 새로 개금을 하고 도분(塗粉)을 하였으며 조선 말기 경기도 지역을 중심으로 활동하던 화승인 한봉 창엽(漢峰 ?曄)이 금어로 참여한 것으로 볼 때 이 불상의 조성연대는 1902년 이전인 19세기 후반경으로 추정된다. 이 3구의 석불상은 천불상 중의 일부로 조선 말기 불상의 전형적인 양식을 보여주는 작품이다.","","","","","","","207","LOC","시지정","20051229","","","","Y","","","LW3010","유형문화유산","2111102070000","동산","","불교","CA9004","CA9004","DSGPS7010","기지정 문화재 등록완료","","",""
"SE2019CM00184","목우자 수심결?법어","牧牛子 修心訣?法語","","SE015","서초구","126.996937","37.4847153","서울특별시 서초구 방배동 906-10 삼성아트빌 201호","서울특별시 서초구 방배로16길 20(방배동, 삼성아트빌) 201호","","","","CA8017","","전적류","1点","","","","","","목우자 지눌(1158~1210)의 저술인 수심결(修心訣)을 비현합(丕顯閤)에서 구결(口訣)하고 신미(信眉)가 역해(譯解)하여 세조 때 간경도감(刊經都監)에서 간행한 것을 연산군 6년(1500)에 가야산(伽倻山) 봉서사(鳳栖寺)에서 번각(飜刻)한 판본이다. 수심결은 지눌이 선수행의 요체인 마음 닦는 비결을 제시한 책으로 수심의 기초가 되는 공적영지심(空寂靈知心)의 성격을 밝히고 수심(修心)의 체계로서 돈오점수론(頓悟漸修論)의 내용과 구체적인 실천방안으로서 정혜쌍수론(定慧雙修論)을 9개의 문답형식으로 서술하고 있다. 이 수심결 뒤에 합철 된 법어(法語)는 원나라 몽산덕이(蒙山德異)의 법어를 포함한 4법어(法語)로 역시 혜각존자 신미(慧覺尊者 信眉)가 역결(譯訣)한 것이고 수심결과 함께 봉서사(鳳栖寺)에서 간행하였다. 권말에 해인사 등곡(燈谷)의 발문(跋文)과 수심결의 간기(刊記)를 보면 가야산 봉서사(伽倻山 鳳栖寺)의 경민(?敏)이 주관하고 경담(?湛)과 윤정(胤禎)이 각수(刻手)로 참여하여 새긴 것임을 알 수 있다. 이때 새긴 목판이 현재 해인사에 보관되어 있다. 이 책은 간경도감(刊經都監) 번각본(飜刻本)으로 아주 정성들여 판각한 것이다. 비록 목판이 현존하고 있지만, 이 판본은 판각한 후 바로 인쇄한 듯 인쇄상태가 양호하다. 또한 한국불교 선사상(禪思想) 연구와 조선시대 불교사 연구 및 서지학연구에 중요한 자료로 평가된다.","","","","","","","208","LOC","시지정","20060316","","","","Y","","","LW3010","유형문화유산","2111102080000","동산","","불교","CA9005","CA9005","DSGPS7010","기지정 문화재 등록완료","","",""
