연번	자치구 	시장명 	신주소(도로명 주소)	구주소(번지주소)	유형	형태	 건물연면적(㎡) 
466	관악구	신림중앙시장	서울특별시 관악구 조원로16길 27	서울특별시 관악구 조원동 541	등록시장	건물형	               6,167
467	관악구	신림현대종합상가	서울특별시 관악구 신림로 29길 3-20	서울특별시 관악구 신림동 1694	등록시장	건물형	               5,053
468	관악구	신신림시장	서울특별시 관악구 원신2길 34	서울특별시 관악구 신림동 390-1	등록시장	건물형	               1,824
469	관악구	신원시장	서울특별시 관악구 신원로3길 20-3	서울특별시 관악구 신원동 1599-3	인정시장	골목형	               3,678
470	관악구	우림시장	서울특별시 관악구 난곡로 26길 19	서울특별시 관악구 신림동 638-50	등록시장	건물형	               1,726
471	관악구	원당종합시장	서울특별시 관악구 남부순환로248길 35	서울특별시 관악구 인헌동 1638-20	등록시장	건물형	               2,059
472	관악구	인헌시장	서울 관악구 인헌6길 24	서울 관악구 봉천동 1636-21	인정시장	골목형	               9,751
473	관악구	조원동펭귄시장	서울특별시 관악구 조원로16길 27	서울특별시 관악구 신림동 541의 6	인정시장	골목형	               9,831
474	관악구	조원복길 골목형상점가	서울 관악구 조원로18길 30	서울 관악구 신림동 537-32	골목형상점가	상점가	             20,760
475	관악구	청림로드 골목형상점가	서울 관악구 청림길 2	서울 관악구 봉천동 14-55	골목형상점가	상점가	             13,176
476	관악구	청림마을 골목형상점가	서울 관악구 청림2길 15-12	서울 관악구 봉천동 14-100	골목형상점가	상점가	             11,210
477	관악구	행운담길 골목형상점가	서울 관악구 남부순환로233길 16	서울 관악구 봉천동 1675-10	골목형상점가	골목형	             15,358
소계	서초구	10	　	　	　	　	　
478	서초구	강남터미널지하도상점가(고투몰)	서울 서초구 신반포로 지하 200	 	상점가	지하도상가	             31,125
479	서초구	고속터미널역지하철역상점가(엔터식스 강남점)	서울 서초구 신반포로 지하 188	서울 서초구 반포동 19-11	상점가	지하도상가	               6,524
480	서초구	남부종합시장	서울특별시 서초구 방배중앙로 27길 17	서울특별시 서초구 방배동 767-1	등록시장	건물형	               5,975
481	서초구	말죽거리 골목형상점가	서울 서초구 남부순환로356길 49	서울 서초구 양재동 9	골목형상점가	상점가	             14,870
482	서초구	반드레길 골목형상점가	서울 서초구 주흥1길 19	서울 서초구 반포동 745-1	골목형상점가	골목형	                    -
483	서초구	방배역먹자골목 골목형상점	서울 서초구 효령로31길 32	서울 서초구 방배동 910-4	골목형상점가	골목형	                    -
484	서초구	서초쇼핑 골목형상점가	서울 서초구 고무래로 90-7	서울 서초구 서초동 1684-1	골목형상점가	건물형	               8,610
485	서초구	아이러브서초강남역 골목형상점가	서울 서초구 서초대로77길 37	서울 서초구 서초동 1308-10	골목형상점가	골목형	                    -
486	서초구	양재시장	서울특별시 서초구 남부순환로 356길 15	서울특별시 서초구 양재동 1-7,8-1	등록시장	건물형	               2,525
487	서초구	잠원하길 골목형상점가	서울 서초구 신반포로47길 93	서울 서초구 잠원동 26-9	골목형상점가	골목형	                    -
소계	강남구	14	　	　	　	　	　
488	강남구	강남개포시장	서울특별시 강남구 개포로82길11	서울특별시 강남구 개포동186-3	상점가	상점가	             56,608
489	강남구	강남시장	동작구 상도로 357	서울특별시 동작구 상도동 488	등록시장	건물형	               2,471
490	강남구	강남언주로 상가	서울특별시 강남구 언주로98길 5-4	서울특별시 강남구 역삼동 699-1	상점가	상점가	               2,008
491	강남구	강남역지하도상점	서울특별시 강남구 강남대로 지하396	서울특별시 강남구 역삼동 804	상점가	지하도상가	             12,099
492	강남구	논현종합시장	서울특별시 강남구 봉은사로33길 33	서울특별시 강남구 논현동 227-4	등록시장	건물형	               1,215
493	강남구	도곡시장	서울 강남구 선릉로69길 19	 	상점가	상점가	             33,361
494	강남구	세곡동 은곡마을 골목형상점가	서울 강남구 헌릉로569길 21-30	서울 강남구 세곡동 616	골목형상점가	골목형	             82,442
495	강남구	신사 세로수길 골목형상점가	서울 강남구 압구정로2길 60	서울 강남구 신사동 512-9	골목형상점가	골목형	             49,117
496	강남구	신사시장	서울특별시 강남구 압구정로29길 72-1	서울특별시 강남구 압구정동 454	등록시장	상점가	               2,932
497	강남구	역삼동 골목형상점가	서울 강남구 역삼로14길 19	서울 강남구 역삼동 792-72	골목형상점가	골목형	             11,682
498	강남구	영동전통시장	서울특별시 강남구 강남대로 128길 20	서울특별시 강남구 논현동 140외 44필지	인정시장	골목형	             13,100
499	강남구	은마종합상점	서울특별시 강남구 삼성로 212	서울특별시 강남구 대치동 316	상점가	상점가	             10,092
500	강남구	청담동 골목형상점가	서울 강남구 압구정로79길 20	서울 강남구 청담동 120-5	골목형상점가	골목형	             34,022
501	강남구	청담삼익시장	서울특별시 강남구 학동로101길26	서울특별시 강남구 청담동 134-20	등록시장	건물형	               2,870
소계	송파구	11	　	　	　	　	　
502	송파구	가락골골목형상점가	서울 송파구 양재대로62길 32-5	서울 송파구 가락동 86	골목형상점가	골목형	             12,608
503	송파구	가락몰 골목형상점가	서울 송파구 양재대로 932	 	골목형상점가	건물형	           112,511
504	송파구	개롱골 장군거리 골목형상점가	서울 송파구 오금로46길 42	서울 송파구 가락동 190-3	골목형상점가	골목형	               6,641
505	송파구	마천시장관리주식회사	 서울특별시 송파구 마천로45길 23	 서울특별시 송파구 마천동 140-2	등록시장	건물형	               3,871
506	송파구	마천중앙시장	서울 송파구 마천로45길 16	서울 송파구 마천동 136-20	인정시장	골목형	             14,757
507	송파구	문정동로데오거리상점가	 서울특별시 송파구 동남로4길 10	 서울특별시 송파구 문정동 41-5	상점가	상점가	             45,850
508	송파구	방이시장	 서울특별시 송파구 가락로 243	 서울특별시 송파구 방이동 124-20	인정시장	골목형	             35,625
509	송파구	새마을시장	 서울특별시 송파구 석촌호수로12길 3-9	 서울특별시 송파구 잠실동 210-33	인정시장	골목형	             19,961
510	송파구	석촌시장	 서울특별시 송파구 송파대로37길 52	 서울특별시 송파구 석촌동 274-8	인정시장	골목형	             17,833
511	송파구	잠실역지하쇼핑센터	서울 송파구 올림픽로 지하 265	 	상점가	지하도상가	               8,446
512	송파구	풍납시장	 서울특별시 송파구 바람드리길 15-1	 서울특별시 송파구 풍납동 88-61	인정시장	골목형	             23,670
소계	강동구	9	　	　	　	　	　
513	강동구	고덕골목형상점가	서울특별시 강동구 고덕로 83길 18	서울특별시 강동구 고덕동 210	골목형상점가	상점가	               6,699
514	강동구	고분다리전통시장	서울시 강동구 구천면로34길	서울특별시 강동구 천호동 393-32	인정시장	골목형	               1,468
515	강동구	길동복조리시장	서울시 강동구 천중로 52길 37	서울특별시 강동구 길동 360-4	인정시장	골목형	             13,189
516	강동구	둔촌역전통시장	서울시 강동구 풍성로58길, 양재대로91길 일대	서울특별시 강동구 성내동 416	인정시장	골목형	               4,140
517	강동구	명일전통시장	서울특별시 강동구 양재대로138길, 상암로47길 일대	서울특별시 강동구 명일동 326-6 외	인정시장	골목형	               1,862
518	강동구	성내전통시장	서울시 강동구 천호대로 162길	서울특별시 강동구 성내동 144-16	인정시장	골목형	               2,700
519	강동구	암사종합시장	서울특별시 강동구 상암로11길, 고덕로10길	서울특별시 강동구 암사동 501	인정시장	골목형	             17,394
520	강동구	장신구거리	서울시 강동구 성내로 83	서울특별시 강동구 성내동 545-6	상점가	건물형	           101,111
521	강동구	천호로데오거리상점가	서울시 강동구 천호대로157길 40	서울특별시 강동구 천호동 411-43호	상점가	상점가	           509,181
